term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
Spring2019,38153,AC 0565,2,3,Forensic Accounting,"[{'days': 'F', 'times': '0200pm-0400pm', 'dates': '03/29-03/29', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/02-04/02', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '04/04-04/04', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0100pm-0500pm', 'dates': '04/05-04/06', 'location': 'MCA 102'}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/12-04/12', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/16-04/16', 'location': 'MCA 102'}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/23-04/30', 'location': 'ONLINE '}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/26-04/26', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '05/02-05/02', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0100pm-0500pm', 'dates': '05/03-05/04', 'location': 'MCA 102'}, {'days': 'W', 'times': '0200pm-0400pm', 'dates': '05/08-05/08', 'location': 'DSB 105'}]","['F 0200pm-0400pm 03/29-03/29 ONLINE ', 'T 0200pm-0400pm 04/02-04/02 ONLINE ', 'R 0630pm-1030pm 04/04-04/04 DSB 105', 'FS 0100pm-0500pm 04/05-04/06 MCA 102', 'F 0200pm-0500pm 04/12-04/12 ONLINE ', 'T 0200pm-0400pm 04/16-04/16 MCA 102', 'T 0200pm-0400pm 04/23-04/30 ONLINE ', 'F 0200pm-0500pm 04/26-04/26 ONLINE ', 'R 0630pm-1030pm 05/02-05/02 DSB 105', 'FS 0100pm-0500pm 05/03-05/04 MCA 102', 'W 0200pm-0400pm 05/08-05/08 DSB 105']",Victor E.  Hartman,24,9,15
Spring2019,38417,AC 0591,1,3,Practicum in Accounting,[],[],Kathi M.  Mettler,12,9,3
Spring2019,38418,AC 0591,2,3,Practicum in Accounting,[],[],Kathi M.  Mettler,12,10,2
Spring2019,39089,AS 0399,JG,3,Independent Research Project,[],[],Johanna   Garvey,1,1,0
Spring2019,39082,AS 0399,PB,3,Independent Research Project,[],[],Peter L.  Bayers,1,1,0
Spring2019,39169,AS 0404,JG,3,American Studies Graduate Project,[],[],Johanna   Garvey,1,1,0
Spring2019,39130,AS 0404,ML,3,American Studies Graduate Project,[],[],Martha S.  LoMonaco,1,1,0
Spring2019,38939,AS 0453,1,3,American Popular Entertainments and Social History,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/22-05/10', 'location': 'DMH 231'}]",['R 0500pm-0730pm 01/22-05/10 DMH 231'],Martha S.  LoMonaco,15,6,9
Spring2019,39157,AS 0499,PB,3,Independent Study,[],[],Peter L.  Bayers,1,1,0
Spring2019,38940,ASMU 0402,1,3,History of Rock,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-05/10', 'location': 'JGS 25'}]",['M 0630pm-0900pm 01/22-05/10 JGS 25'],Brian Q.  Torff,15,9,6
Spring2019,37355,AY 0010,1,3,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['TF 0200pm-0315pm 01/22-04/30 DMH 149'],Scott M.  Lacy,28,28,0
Spring2019,38156,AY 0052,1,3,Culture and Political Economy,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['MR 1100am-1215pm 01/22-04/30 DMH 149'],Alfred   Babo,5,2,3
Spring2019,38966,AY 0052,2,3,Culture and Political Economy,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['MR 0200pm-0315pm 01/22-04/30 DMH 148'],Alfred   Babo,5,4,1
Spring2019,37495,AY 0110,1,3,Biological Anthropology,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['W 0200pm-0430pm 01/22-04/30 DMH 148'],Blaire   Hensley-Marschand,28,28,0
Spring2019,37663,AY 0110,2,3,Biological Anthropology,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['W 0630pm-0900pm 01/22-04/30 DMH 148'],Blaire   Hensley-Marschand,28,28,0
Spring2019,37938,AY 0111,OL1,3,Cultural Anthropology,[],[],Joseph A.  Wilson,20,21,-1
Spring2019,39139,AY 0111,OL2,3,Cultural Anthropology,[],[],Joseph A.  Wilson,20,21,-1
Spring2019,37805,AY 0115,1,3,Biomedical Anthropology,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'NHS 404'}]",['M 0630pm-0900pm 01/22-04/30 NHS 404'],Gary P.  Aronsen,25,24,1
Spring2019,38842,AY 0115,2,3,Biomedical Anthropology,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'NHS 204'}]",['T 0630pm-0900pm 01/22-04/30 NHS 204'],Gary P.  Aronsen,25,25,0
Spring2019,38843,AY 0135,1,3,Refugees and Culture in the Modern World,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DMH 348'}]",['W 0200pm-0430pm 01/22-04/30 DMH 348'],Alfred   Babo,25,22,3
Spring2019,37806,AY 0180,OL1,3,Grant Writing for the Social Sciences,[],[],David   Crawford,20,19,1
Spring2019,38845,AY 0189,1,3,Theory and Practice in Anthropology,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/22-04/30', 'location': 'CNS 106'}]",['R 0500pm-0730pm 01/22-04/30 CNS 106'],David   Crawford,25,10,15
Spring2019,38846,AY 0200,1,3,Anthropological Research Methods,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['TF 1230pm-0145pm 01/22-04/30 DMH 149'],Scott M.  Lacy,25,4,21
Spring2019,37231,AE 0262,1,3,Ethics and the Community,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['W 0200pm-0430pm 01/22-04/30 CNS 6'],Robert A.  Liftig,30,30,0
Spring2019,37563,AE 0265,1,3,Ethics in Education,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DSB 108'}]",['TR 0500pm-0615pm 01/22-04/30 DSB 108'],Robert A.  Liftig,30,30,0
Spring2019,37286,AE 0276,1,3,Ethical Dimensions of Global Business Practices,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'DSB 104'}]",['MR 0930am-1045am 01/22-04/30 DSB 104'],Robert B.  Day,30,23,7
Spring2019,37232,AE 0281,1,3,Ethics of Communications,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DMH 347'}]",['T 0630pm-0900pm 01/22-04/30 DMH 347'],Barry   Butler,30,30,0
Spring2019,38360,AE 0283,1,3,Environmental Justice,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'BNW 138'}]",['M 0630pm-0900pm 01/22-04/30 BNW 138'],Richard L.  Newman,30,28,2
Spring2019,37847,AE 0284,1,3,Environmental Ethics,"[{'days': 'F', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'CNS 9'}]",['F 0200pm-0430pm 01/22-04/30 CNS 9'],Toby J.  Svoboda,30,9,21
Spring2019,37154,AE 0285,1,3,Ethics of Health Care,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DMH 347'}]",['MW 0500pm-0615pm 01/22-04/30 DMH 347'],Curtis R.  Naser,30,29,1
Spring2019,37898,AE 0285,2,3,Ethics of Health Care,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['T 0500pm-0730pm 01/22-04/30 CNS 10'],Richard L.  Newman,30,30,0
Spring2019,37164,AE 0287,1,3,Engineering Ethics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'CNS 15'}]",['MR 0200pm-0315pm 01/22-04/30 CNS 15'],David P.  Schmidt,36,35,1
Spring2019,37110,AE 0291,1,3,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'CNS 304'}]",['T 0630pm-0900pm 01/22-04/30 CNS 304'],Scott W.  Ventrella,30,30,0
Spring2019,37848,AE 0291,2,3,Business Ethics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'DMH 349'}]",['MR 1100am-1215pm 01/22-04/30 DMH 349'],Joan L.  Lee,30,31,-1
Spring2019,37849,AE 0291,3,3,Business Ethics,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'BNW 340'}]",['M 0630pm-0900pm 01/22-04/30 BNW 340'],Caroline   Moore,30,29,1
Spring2019,37850,AE 0291,4,3,Business Ethics,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DSB 104'}]",['W 0200pm-0430pm 01/22-04/30 DSB 104'],Norma   Schmidt,30,30,0
Spring2019,39023,AE 0291,5,3,Business Ethics,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 110A'}]",['W 0630pm-0900pm 01/22-04/30 DSB 110A'],Norma   Schmidt,30,30,0
Spring2019,37851,AE 0291,OL1,3,Business Ethics,[],[],Lisa M.  Sticca-Conrod,20,17,3
Spring2019,37852,AE 0291,OL2,3,Business Ethics,[],[],Lisa M.  Sticca-Conrod,20,20,0
Spring2019,38045,AE 0291,OL3,3,Business Ethics,[],[],Jeffrey L.  Yoder,20,20,0
Spring2019,37115,AE 0391,1,3,"Seminar in Business Law, Regulation, and Ethics","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 2109A'}]",['M 0630pm-0900pm 01/22-04/30 DSB 2109A'],David P.  Schmidt,15,5,10
Spring2019,37292,AR 0211,1,3,Intermediate Modern Standard Arabic II,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '01/22-04/30', 'location': 'DMH 331'}]",['MW 0630pm-0745pm 01/22-04/30 DMH 331'],Yasir G.  Hamed,18,2,16
Spring2019,37169,AH 0010,1,3,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'BLM LL105'}]",['MR 0930am-1045am 01/22-04/30 BLM LL105'],Katherine A.  Schwab,25,25,0
Spring2019,38159,AH 0010,2,3,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'BLM LL105'}]",['MR 1100am-1215pm 01/22-04/30 BLM LL105'],Katherine A.  Schwab,25,25,0
Spring2019,38751,AH 0010,OL1,3,Origins and Transformations in Western Art,[],[],Alison C.  Poe,20,10,10
Spring2019,37068,AH 0011,1,3,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['MR 0930am-1045am 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,16,9
Spring2019,37069,AH 0011,2,3,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['MR 1100am-1215pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,24,1
Spring2019,37070,AH 0011,3,3,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['M 0630pm-0900pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,23,2
Spring2019,39120,AH 0011,OL1,3,Visual Culture Since 1400: Expression and Experimentation,[],[],Lauren Elise  Cesiro,20,19,1
Spring2019,38752,AH 0013,1,3,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['MR 1230pm-0145pm 01/22-04/30 CNS 10'],Ive E.  Covaci,25,25,0
Spring2019,38753,AH 0014,1,3,Art of Asia,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['MR 0930am-1045am 01/22-04/30 CNS 10'],Ive E.  Covaci,25,25,0
Spring2019,38754,AH 0109,1,3,Jewish Art: Moses to Modernity,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['W 1100am-0130pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,12,13
Spring2019,38755,AH 0121,OL1,3,Celtic and Early Irish Art,[],[],Marice E.  Rose,20,22,-2
Spring2019,38164,AH 0165,1,3,The Black Experience: African-American Art and Criticism in the 20th and 21st Centuries,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['TF 0200pm-0315pm 01/22-04/30 CNS 10'],Lauren Elise  Cesiro,25,15,10
Spring2019,38756,AH 0192,1,3,"The History, Theory, and Practice of Museums","[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'CNS 202'}]",['W 0200pm-0430pm 01/22-04/30 CNS 202'],Danielle C.  Ogden,25,25,0
Spring2019,37907,AH 0310,1,1.000-3.000,Internship,[],[],Marice E.  Rose,10,3,7
Spring2019,37162,AH 0330,1,3,Senior Capstone Seminar,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'BLM LL105'}]",['MR 0200pm-0315pm 01/22-04/30 BLM LL105'],Katherine A.  Schwab,10,5,5
Spring2019,37912,AH 0330A,1,3,Senior Capstone Seminar,[],[],Katherine A.  Schwab,3,2,1
Spring2019,38033,AN 0310,DL,3,Asian Studies Seminar,[],[],Danke   Li,3,3,0
Spring2019,37978,BEN 0300,1,4,Biomedical Instrumentation,"[{'days': 'TF', 'times': '1230pm-0245pm', 'dates': '01/22-04/30', 'location': 'BNW 133'}]",['TF 1230pm-0245pm 01/22-04/30 BNW 133'],Susan L.  Freudzon,12,6,6
Spring2019,38297,BEN 0332,1,3,Biomedical Imaging,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'BNW 133'}]",['TF 0930am-1045am 01/22-04/30 BNW 133'],Susan L.  Freudzon,12,12,0
Spring2019,37037,BI 0016,1,3,Fundamentals of Biology II,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'BNW 256'}]",['TR 0500pm-0615pm 01/22-04/30 BNW 256'],Mary W.  Clark,24,24,0
Spring2019,37948,BI 0016,2,3,Fundamentals of Biology II,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '01/22-04/30', 'location': 'BNW 256'}]",['TR 0630pm-0745pm 01/22-04/30 BNW 256'],Mary W.  Clark,24,18,6
Spring2019,37210,BI 0018,1,3,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'BNW 124'}]",['MR 0200pm-0315pm 01/22-04/30 BNW 124'],Indrani   Dutta,24,23,1
Spring2019,37564,BI 0018,2,3,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/22-04/30', 'location': 'BNW 124'}]",['MR 0330pm-0445pm 01/22-04/30 BNW 124'],Indrani   Dutta,24,24,0
Spring2019,37949,BI 0018,3,3,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'NHS 404'}]",['MR 0200pm-0315pm 01/22-04/30 NHS 404'],Eugenia T.  Zavras,24,22,2
Spring2019,38686,BI 0071,1,3,Identity and the Human Genome,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'BNW 137'}]",['MR 0930am-1045am 01/22-04/30 BNW 137'],Olivia T.  Harriott,24,21,3
Spring2019,38687,BI 0071,2,3,Identity and the Human Genome,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'BNW 137'}]",['MR 1100am-1215pm 01/22-04/30 BNW 137'],Olivia T.  Harriott,24,23,1
Spring2019,37328,BI 0074,1,3,Biology of Food,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'BNW GR22'}]",['TF 0930am-1045am 01/22-04/30 BNW GR22'],Jennifer L.  Klug,24,23,1
Spring2019,39014,BI 0076,1,3,Environmental Science,"[{'days': 'TF', 'times': '0800am-0915am', 'dates': '01/22-04/30', 'location': 'NHS 210'}]",['TF 0800am-0915am 01/22-04/30 NHS 210'],James E.  Biardi,24,23,1
Spring2019,37698,BI 0078,1,3,Introduction to Marine Science,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'BNW GR22'}]",['W 0200pm-0430pm 01/22-04/30 BNW GR22'],Ashley   Stoehr,24,24,0
Spring2019,37699,BI 0078,2,3,Introduction to Marine Science,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/22-04/30', 'location': 'NHS 405'}]",['MR 0330pm-0445pm 01/22-04/30 NHS 405'],Ashley   Stoehr,24,23,1
Spring2019,38688,BI 0096,1,3,God and Modern Biology,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/22-04/30', 'location': 'LNG 109'}]",['MR 0800am-0915am 01/22-04/30 LNG 109'],Glenn R.  Sauer,28,29,-1
Spring2019,37038,BI 0108,1,4,Human Anatomy and Physiology II,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'NHS 224'}]",['MR 1100am-1215pm 01/22-04/30 NHS 224'],Christine   Earls,92,90,2
Spring2019,37499,BI 0108,2,4,Human Anatomy and Physiology II,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'NHS 224'}]",['MR 1230pm-0145pm 01/22-04/30 NHS 224'],Anthony J.  DeCristofaro,92,72,20
Spring2019,38689,BI 0108,3,4,Human Anatomy and Physiology II,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'NHS 224'}]",['MR 0200pm-0315pm 01/22-04/30 NHS 224'],Christine   Earls,73,42,31
Spring2019,37329,BI 0108L,1,0,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0100pm-0350pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['M 0100pm-0350pm 01/22-04/30 BNW 240'],John F.  Karpinski,20,19,1
Spring2019,37330,BI 0108L,2,0,Human Anatomy and Physiology Lab II,"[{'days': 'T', 'times': '0900am-1150am', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['T 0900am-1150am 01/22-04/30 BNW 240'],Christine   Earls,20,20,0
Spring2019,37331,BI 0108L,3,0,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '0830am-1120am', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['W 0830am-1120am 01/22-04/30 BNW 240'],Anthony J.  DeCristofaro,20,20,0
Spring2019,37332,BI 0108L,4,0,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '1230pm-0320pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['W 1230pm-0320pm 01/22-04/30 BNW 240'],Anthony J.  DeCristofaro,20,20,0
Spring2019,37333,BI 0108L,5,0,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['W 0530pm-0820pm 01/22-04/30 BNW 240'],John F.  Karpinski,20,20,0
Spring2019,37500,BI 0108L,6,0,Human Anatomy and Physiology Lab II,"[{'days': 'R', 'times': '0100pm-0350pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['R 0100pm-0350pm 01/22-04/30 BNW 240'],Sonal N.  Date,20,9,11
Spring2019,37700,BI 0108L,7,0,Human Anatomy and Physiology Lab II,"[{'days': 'F', 'times': '1000am-1250pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['F 1000am-1250pm 01/22-04/30 BNW 240'],Christine   Earls,20,20,0
Spring2019,37950,BI 0108L,8,0,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0900am-1150am', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['M 0900am-1150am 01/22-04/30 BNW 240'],Anthony J.  DeCristofaro,20,20,0
Spring2019,37951,BI 0108L,9,0,Human Anatomy and Physiology Lab II,"[{'days': 'R', 'times': '0900am-1150am', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['R 0900am-1150am 01/22-04/30 BNW 240'],Sonal N.  Date,20,17,3
Spring2019,38199,BI 0108L,10,0,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0530pm-0820pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['M 0530pm-0820pm 01/22-04/30 BNW 240'],John F.  Karpinski,20,20,0
Spring2019,38690,BI 0108L,11,0,Human Anatomy and Physiology Lab II,"[{'days': 'R', 'times': '0530pm-0820pm', 'dates': '01/22-04/30', 'location': 'BNW 240'}]",['R 0530pm-0820pm 01/22-04/30 BNW 240'],John F.  Karpinski,20,19,1
Spring2019,37133,BI 0151,1,4,Elements of Microbiology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'BNW 335'}]",['MR 1230pm-0145pm 01/22-04/30 BNW 335'],Christine R.  Rodriguez,40,40,0
Spring2019,38200,BI 0151,2,4,Elements of Microbiology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'BNW 335'}]",['TF 1230pm-0145pm 01/22-04/30 BNW 335'],Christine R.  Rodriguez,40,24,16
Spring2019,37335,BI 0151L,2,0,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0930am-1220pm', 'dates': '01/22-04/30', 'location': 'BNW 245'}]",['T 0930am-1220pm 01/22-04/30 BNW 245'],Christine R.  Rodriguez,16,16,0
Spring2019,37685,BI 0151L,3,0,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 245'}]",['T 0200pm-0450pm 01/22-04/30 BNW 245'],Lori A.  John,16,16,0
Spring2019,38201,BI 0151L,4,0,Elements of Microbiology Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 245'}]",['W 0200pm-0450pm 01/22-04/30 BNW 245'],Darly   George,16,16,0
Spring2019,38691,BI 0151L,5,0,Elements of Microbiology Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 245'}]",['R 0200pm-0450pm 01/22-04/30 BNW 245'],Christine R.  Rodriguez,16,16,0
Spring2019,37134,BI 0171,1,4,General Biology II,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'NHS 224'}]",['TF 0930am-1045am 01/22-04/30 NHS 224'],Brian G.  Walker,56,54,2
Spring2019,37336,BI 0171,2,4,General Biology II,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'NHS 224'}]",['TF 1230pm-0145pm 01/22-04/30 NHS 224'],Brian G.  Walker,56,40,16
Spring2019,37338,BI 0171L,2,0,General Biology II Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 264'}]",['M 0200pm-0450pm 01/22-04/30 BNW 264'],Phyllis Cellini  Braun,14,12,2
Spring2019,37339,BI 0171L,3,0,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 261'}]",['T 0200pm-0450pm 01/22-04/30 BNW 261'],Diane J.  Brousseau,14,14,0
Spring2019,37340,BI 0171L,4,0,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 264'}]",['T 0200pm-0450pm 01/22-04/30 BNW 264'],Shannon P.  Gerry,14,14,0
Spring2019,37341,BI 0171L,5,0,General Biology II Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 261'}]",['W 0200pm-0450pm 01/22-04/30 BNW 261'],Geoffrey A.  Church,14,14,0
Spring2019,37952,BI 0171L,6,0,General Biology II Lab,"[{'days': 'W', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 264'}]",['W 0200pm-0450pm 01/22-04/30 BNW 264'],Lenka   Biardi,14,15,-1
Spring2019,38692,BI 0171L,7,0,General Biology II Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 261'}]",['R 0200pm-0450pm 01/22-04/30 BNW 261'],Phyllis Cellini  Braun,14,11,3
Spring2019,38693,BI 0171L,8,0,General Biology II Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 264'}]",['R 0200pm-0450pm 01/22-04/30 BNW 264'],Diane J.  Brousseau,14,14,0
Spring2019,37688,BI 0171P,1,0,General Biology II PLG,"[{'days': 'T', 'times': '0300pm-0350pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['T 0300pm-0350pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,6,4
Spring2019,37690,BI 0171P,2,0,General Biology II PLG,"[{'days': 'T', 'times': '0400pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['T 0400pm-0450pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,7,3
Spring2019,37691,BI 0171P,3,0,General Biology II PLG,"[{'days': 'T', 'times': '0500pm-0550pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['T 0500pm-0550pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,10,0
Spring2019,37692,BI 0171P,4,0,General Biology II PLG,"[{'days': 'T', 'times': '0600pm-0650pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['T 0600pm-0650pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,4,6
Spring2019,37693,BI 0171P,5,0,General Biology II PLG,"[{'days': 'W', 'times': '0300pm-0350pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['W 0300pm-0350pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,10,0
Spring2019,37694,BI 0171P,6,0,General Biology II PLG,"[{'days': 'W', 'times': '0400pm-0450pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['W 0400pm-0450pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,7,3
Spring2019,37695,BI 0171P,7,0,General Biology II PLG,"[{'days': 'W', 'times': '0500pm-0550pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['W 0500pm-0550pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,10,0
Spring2019,37696,BI 0171P,8,0,General Biology II PLG,"[{'days': 'W', 'times': '0600pm-0650pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['W 0600pm-0650pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,9,1
Spring2019,37697,BI 0171P,9,0,General Biology II PLG,"[{'days': 'R', 'times': '0300pm-0350pm', 'dates': '01/22-04/30', 'location': 'BNW 319'}]",['R 0300pm-0350pm 01/22-04/30 BNW 319'],Catherine J.  Andersen,10,10,0
